1.6088876307707178, 2244574.1393963
1.6734721677473572, 2293035.625992586
1.738053047874284, 2342884.8870545886
1.8026320995763547, 2393428.0353494505
1.8672074944287134, 2445358.958110027
1.9317956882550646, 2492432.670240598
1.9963683404701393, 2545404.423850463
2.0609473921722103, 2595947.5721453233
2.125522787024569, 2647878.4949059016
2.1901045813639244, 2697380.8123514745
2.2546836330659947, 2747923.9606463364
2.319262684768066, 2798467.108941197
2.383838079620425, 2850398.0317017743
2.4484189597473516, 2900247.292763778
2.5129980114494224, 2950790.4410586385
2.5775770631514936, 3001333.589353499
2.6421561148535644, 3051876.7376483604
2.706733338130779, 3103113.7731760805
2.7713123898328504, 3153656.9214709415
2.8358932699597776, 3203506.182532944
2.9004704932369925, 3254743.2180606644
2.9650486307266353, 3305633.309971953
3.0296285966411336, 3355829.5146503863
3.0942076483432053, 3406372.662945247
3.158786700045276, 3456915.8112401078
3.2233648375349193, 3507805.903151398
3.2879429750245617, 3558695.995062688
3.352523855151489, 3608545.2561246906
3.4171019926411312, 3659435.3480359814
3.4816783017059185, 3711019.32718013
3.5462591818328453, 3760868.588242133
3.610838233534916, 3811411.7365369936
3.675417285236987, 3861954.8848318537
3.739994508514202, 3913191.920359574
3.8045735602162725, 3963735.0686544357
3.8691526119183446, 4014278.2169492966
3.933733492045271, 4064127.478011299
3.996508802626882, 4112245.115248605
4.062887938599701, 4166601.5490667373
4.127468818726627, 4216450.810128739
4.1920478704286985, 4266993.958423601
4.256624179493486, 4318577.93756775
4.321205059620413, 4368427.198629753
4.3857831971100545, 4419317.290541042
4.45036956251155, 4467084.889904471
